sleep_duration_hours,quality_rating,stress_level,caffeine_cups,screen_time_before_bed,exercise_today,alcohol_consumed,nap_duration_mins,night_awakenings,age,weight_kg,height_cm,sleep_goal_hours,sleep_score
6.4,1,3,1,119,0,1,0,2,54,107.8,160.2,6.5,40.44
6.48,4,9,3,47,0,1,20,3,42,70.6,170.3,7.5,0.88
8.97,3,8,3,121,0,1,0,4,28,89.5,188.7,7.0,14.39
8.81,2,10,0,111,0,1,0,1,28,59.9,178.1,7.5,29.82
6.18,1,6,5,53,0,0,0,0,52,97.4,170.5,7.5,12.23
6.23,10,10,3,86,0,1,60,3,44,94.4,179.8,9.0,13.19
6.52,6,2,1,0,0,0,0,2,22,66.7,156.4,8.0,37.43
6.87,7,6,0,150,0,1,0,0,23,108.1,189.5,9.0,28.67
7.02,4,3,1,159,1,0,20,0,29,78.2,177.3,8.5,37.46
6.85,7,3,2,170,0,1,0,4,27,66.1,164.6,9.0,11.85
8.0,10,5,5,165,1,0,0,4,41,58.9,153.8,6.5,41.95
7.11,7,3,3,165,0,0,30,2,38,86.7,189.4,9.0,22.25
6.02,2,1,1,83,0,1,0,5,59,46.2,172.3,6.5,35.61
7.78,4,9,2,179,1,1,30,5,18,72.0,162.9,9.0,0.32
9.87,9,8,1,16,0,0,0,0,32,62.2,166.2,8.0,52.81
7.1,4,2,3,1,1,0,0,5,24,89.0,172.9,6.0,43.81
5.95,8,4,3,60,0,0,0,2,29,89.4,186.0,6.0,55.89
6.24,3,3,1,144,0,1,0,0,27,72.3,158.9,6.0,54.89
6.33,5,10,3,98,0,1,0,5,41,94.9,181.2,7.0,19.42
4.88,6,9,1,72,0,1,30,0,60,73.8,176.4,8.5,13.93
8.84,1,4,4,33,0,0,20,3,32,103.0,165.8,6.5,31.23
5.15,9,1,3,112,1,1,0,2,58,76.2,185.8,7.0,29.69
5.88,7,9,0,177,0,1,60,4,57,86.5,182.8,6.0,39.67
8.78,7,4,3,92,1,0,0,3,42,79.1,180.8,6.0,46.83
5.9,1,3,5,157,1,0,0,4,18,68.3,179.4,7.5,2.76
7.2,4,3,5,128,1,1,0,1,30,47.4,188.6,8.5,11.4
6.07,2,8,2,16,1,1,0,4,50,107.2,150.7,7.5,1.47
4.62,9,8,3,55,0,0,0,5,43,94.3,155.1,6.0,18.03
5.05,9,9,1,95,1,1,0,1,64,72.9,160.1,8.5,28.12
5.87,5,4,4,171,1,1,90,1,46,99.8,168.3,8.0,15.13
7.31,10,10,5,15,1,1,0,1,58,57.1,180.0,9.0,13.55
7.07,1,9,3,27,1,0,30,4,20,79.4,150.9,9.0,10.41
6.67,9,2,3,178,1,1,0,0,31,103.7,188.1,7.5,59.38
9.63,9,2,3,135,0,0,0,0,28,97.4,154.5,6.0,60.9
7.11,2,7,1,98,0,1,0,1,63,72.4,157.5,8.5,12.31
6.91,5,6,0,161,1,0,0,3,49,86.2,157.5,8.0,26.98
7.81,10,5,0,95,0,1,0,1,29,65.1,181.1,6.0,54.13
7.24,10,7,1,166,1,0,0,1,25,94.9,164.8,7.5,75.17
6.95,10,1,4,143,1,1,45,2,19,68.6,180.8,9.0,21.93
5.77,8,2,0,97,1,1,0,1,21,54.7,151.1,7.5,37.47
8.31,3,3,3,116,0,1,20,5,25,48.9,150.1,7.5,31.6
9.31,7,1,5,77,0,1,0,2,32,92.4,176.1,7.5,37.46
4.85,6,10,1,109,1,0,0,2,25,54.8,168.9,7.0,21.82
8.43,9,4,4,6,0,0,0,3,63,56.5,162.0,9.0,47.54
4.79,1,3,4,62,1,0,45,2,54,88.8,172.8,6.0,9.76
7.84,10,5,2,118,1,0,0,1,23,107.9,171.9,6.0,59.83
8.36,3,8,4,173,0,0,0,1,50,77.1,188.6,8.5,40.86
5.61,7,7,1,33,0,1,90,2,38,53.6,162.5,7.5,15.84
7.36,1,10,2,134,1,0,0,2,62,106.0,170.0,6.0,25.53
9.36,5,4,3,95,0,1,30,5,22,67.5,166.4,8.5,42.17
5.92,5,4,4,88,1,1,90,1,55,84.8,157.2,7.0,10.71
6.3,9,10,2,29,0,1,30,2,60,84.8,178.9,6.5,50.3
7.09,9,6,0,91,0,1,0,1,60,88.9,167.0,8.0,54.3
8.4,5,7,2,131,1,1,45,1,62,87.3,184.8,9.0,36.56
7.62,7,2,2,147,0,1,0,1,59,100.2,161.2,8.0,56.18
6.92,2,1,3,142,0,0,0,5,47,77.7,153.0,7.0,38.67
7.57,3,6,1,21,0,1,0,5,49,85.7,191.5,9.0,3.75
6.79,2,5,2,170,0,1,0,5,42,59.7,156.8,7.0,33.43
8.08,9,10,4,78,0,1,0,0,60,82.9,187.9,8.5,43.35
6.86,10,10,0,36,0,1,0,4,41,103.6,172.9,9.0,19.03
6.64,5,1,3,56,0,1,20,0,62,87.9,184.2,7.5,48.54
7.54,5,3,0,62,1,0,0,0,59,97.2,160.9,6.5,67.86
7.08,8,8,2,40,1,1,20,1,23,51.6,171.0,7.0,58.84
7.68,6,8,5,13,0,1,45,2,38,70.3,157.8,6.5,26.48
6.39,5,3,3,68,0,0,20,4,30,62.2,152.3,6.5,47.73
7.31,6,4,3,134,0,1,20,1,44,92.7,176.6,6.0,40.07
8.39,8,2,0,72,0,1,0,4,35,47.6,187.5,7.0,43.35
7.59,9,9,3,76,1,0,0,2,59,97.1,173.1,6.0,46.16
7.97,1,3,2,162,0,0,0,4,39,56.9,168.6,7.0,38.1
6.42,10,7,3,167,1,0,0,3,36,60.5,189.4,6.5,59.13
5.87,7,1,3,163,1,1,20,4,38,65.6,192.3,7.5,16.08
7.65,4,3,4,148,0,0,45,5,60,89.3,170.6,7.0,34.2
6.72,6,1,5,51,0,1,20,0,50,108.7,156.3,7.0,53.11
6.76,6,9,1,131,0,0,0,0,39,46.1,169.7,8.5,24.66
6.84,9,1,5,80,1,0,0,4,44,81.0,194.0,7.0,62.13
7.54,1,2,4,158,0,1,0,1,50,76.6,193.6,9.0,5.7
7.12,9,8,3,148,1,0,30,2,44,63.3,177.0,8.5,28.74
9.22,8,10,2,142,0,0,0,2,32,84.3,170.0,8.5,57.18
7.16,9,3,4,48,0,1,0,0,33,51.9,156.4,8.5,27.37
7.31,10,5,0,65,0,1,30,1,38,46.9,173.1,8.5,34.91
7.95,5,10,0,141,1,1,0,5,34,104.0,155.3,6.5,26.72
8.6,7,8,2,169,0,1,0,5,60,92.8,181.0,8.5,32.46
8.63,7,7,4,79,0,1,20,0,59,89.8,161.3,8.5,44.83
6.79,4,6,5,160,0,1,0,4,64,89.2,161.0,6.0,25.28
6.35,6,5,2,3,0,1,0,0,22,106.8,174.8,6.0,56.41
5.21,6,1,5,140,0,0,0,4,62,98.7,168.3,7.0,9.01
7.73,7,1,0,101,1,1,0,1,48,106.0,180.3,6.5,62.26
7.16,7,9,0,98,1,1,0,0,38,65.8,157.9,7.0,64.05
7.14,2,7,2,106,1,1,0,1,26,78.3,164.7,8.0,37.84
5.74,8,5,4,119,0,0,0,1,20,109.4,172.7,6.5,50.8
8.69,3,6,5,36,1,1,0,3,21,53.9,162.4,9.0,41.15
6.19,9,4,1,5,1,0,0,1,35,81.5,161.7,9.0,45.43
6.4,4,2,4,93,0,0,0,3,18,83.8,190.6,6.5,45.21
7.17,4,9,0,33,0,0,0,3,25,55.1,155.2,7.0,57.74
6.5,3,10,4,36,1,0,0,1,36,54.5,158.8,9.0,7.39
8.11,10,8,4,131,1,0,0,5,57,76.0,174.6,8.0,41.18
7.89,6,5,4,148,0,1,60,1,51,103.8,191.6,9.0,4.52
5.67,7,5,4,121,0,0,30,1,18,96.2,188.1,9.0,20.99
7.14,4,2,4,120,1,1,20,0,31,75.8,160.8,8.0,48.04
7.02,9,2,3,179,1,0,90,5,52,100.3,187.0,8.5,17.25
8.05,3,5,3,163,1,1,0,5,48,81.6,170.8,7.5,31.85
5.75,7,7,0,88,0,0,30,3,51,68.6,158.6,7.0,22.03
6.85,10,8,5,46,1,1,0,4,60,47.6,179.6,6.0,46.54
5.46,3,8,3,49,1,1,0,0,55,64.2,187.0,7.5,12.22
9.02,10,7,0,104,0,0,0,4,22,80.3,195.0,7.0,44.86
7.38,8,7,1,120,0,0,0,4,55,79.4,172.1,7.5,58.78
6.86,7,1,4,73,1,1,0,4,62,50.5,173.9,7.0,51.14
5.88,6,6,1,42,0,1,90,2,33,104.7,153.1,7.5,14.52
6.73,10,2,0,35,0,1,45,2,55,60.6,167.3,8.0,28.53
6.55,9,6,3,115,1,0,0,1,39,65.6,180.6,8.0,33.08
6.02,10,4,0,165,1,0,0,2,37,103.3,194.3,8.5,39.77
6.02,6,6,4,56,0,1,0,3,24,64.0,157.1,6.5,42.67
5.33,9,10,3,129,1,0,0,1,39,65.9,186.1,8.5,24.77
7.94,1,6,4,5,1,1,20,3,60,104.5,185.5,8.0,35.65
9.15,8,6,0,129,0,1,0,2,38,81.3,191.5,7.0,40.69
5.79,1,6,4,25,1,0,20,0,63,79.6,177.4,6.5,37.69
7.83,10,9,2,169,1,1,0,4,53,81.4,184.2,8.0,44.72
7.47,6,2,4,178,0,1,0,3,62,58.9,185.5,6.0,28.08
4.99,1,1,2,141,1,1,0,0,54,100.5,193.7,6.5,18.71
7.85,5,8,5,78,0,0,20,2,47,72.9,178.6,9.0,10.3
7.25,2,5,2,102,0,0,0,2,50,84.0,175.9,6.0,37.71
8.68,8,1,3,134,1,1,0,3,22,96.4,182.4,7.5,43.13
7.61,3,2,4,20,1,0,20,0,38,52.0,185.3,6.0,51.95
6.63,5,9,2,100,1,1,60,2,26,105.3,153.5,7.5,35.3
5.88,5,2,2,56,0,0,20,1,54,73.6,163.3,6.0,68.23
7.06,7,3,0,1,0,1,0,4,31,90.9,173.7,6.0,46.72
6.71,9,3,5,14,1,1,0,1,23,77.6,157.5,7.5,49.57
4.33,7,9,3,61,1,1,30,5,57,55.6,184.0,6.5,0.0
6.6,4,6,4,27,0,0,30,3,34,107.2,184.9,8.0,7.53
7.99,7,2,3,83,1,1,0,3,59,48.3,173.3,7.0,51.77
8.32,9,5,3,55,1,0,0,5,24,102.9,165.4,8.0,63.98
5.37,7,10,1,92,1,0,60,4,23,48.2,151.3,7.0,12.8
6.71,4,10,3,36,1,1,0,1,30,70.2,180.6,6.0,42.64
7.41,2,10,3,125,1,0,0,5,23,45.5,172.4,9.0,0.21
6.36,1,8,1,49,0,1,0,1,63,78.8,168.5,7.0,31.25
8.82,3,6,0,145,0,1,0,0,34,45.8,186.7,9.0,55.87
8.61,10,1,0,6,1,0,20,3,34,72.0,186.1,7.0,67.11
6.4,4,1,0,110,1,0,30,3,46,82.8,187.2,7.0,60.07
6.77,4,9,5,66,0,1,0,5,50,99.2,179.9,7.5,17.44
8.08,7,7,4,114,1,0,90,2,40,62.4,173.4,7.0,39.85
7.42,10,1,0,113,1,0,0,2,34,84.3,164.7,6.5,79.86
7.78,10,8,3,83,0,1,0,0,43,83.8,179.3,9.0,26.05
8.21,6,10,1,55,0,1,0,1,39,50.7,175.8,6.5,40.98
5.58,10,9,3,157,1,0,0,2,54,89.2,191.1,6.5,46.87
6.61,3,9,5,171,0,1,0,2,22,109.0,173.3,6.5,25.09
7.08,7,7,4,161,0,1,60,3,60,97.2,187.6,8.5,0.0
5.69,4,1,3,89,1,0,0,0,51,100.2,192.9,7.5,30.46
6.43,8,9,3,92,1,1,30,1,35,107.3,177.7,6.5,55.46
7.5,4,4,1,80,1,1,0,0,51,51.2,151.0,9.0,29.85
5.18,7,3,2,110,0,1,0,2,40,103.4,157.2,9.0,19.3
7.65,2,8,1,67,1,1,60,3,58,52.1,188.0,8.0,35.23
9.29,4,8,0,164,1,0,0,2,44,50.5,193.0,6.5,41.24
7.76,2,7,2,44,0,0,20,0,24,77.0,157.7,6.5,38.01
7.12,6,7,4,120,0,0,0,3,26,94.4,158.3,8.0,40.42
8.72,1,10,2,44,0,1,30,4,48,50.1,183.0,6.0,12.34
5.55,3,6,1,164,1,1,0,1,42,101.5,182.8,8.0,17.38
7.62,8,9,1,3,0,0,30,5,62,66.9,188.6,8.0,52.23
7.78,9,10,1,76,0,0,0,1,54,51.2,165.9,7.0,58.13
5.86,4,3,2,84,0,1,20,3,51,92.2,154.5,7.5,12.2
7.67,1,7,3,90,1,0,0,2,57,102.8,150.3,6.5,25.58
9.43,7,10,4,169,0,1,0,0,31,74.2,181.1,7.0,21.52
5.22,6,5,1,67,0,1,0,0,57,67.3,156.6,6.0,48.95
7.78,4,6,1,75,1,0,0,0,63,59.4,194.9,8.5,53.97
6.19,3,5,4,153,1,0,0,1,52,100.0,174.1,7.0,32.95
8.02,6,1,1,19,1,1,0,4,23,84.7,185.0,9.0,52.39
6.58,10,4,0,165,1,1,20,4,41,63.6,157.3,9.0,25.27
9.19,7,8,0,46,1,0,0,0,48,102.4,155.8,8.0,59.4
6.64,4,5,3,109,0,0,20,2,59,109.5,167.3,7.0,50.53
5.31,7,1,3,7,1,1,30,4,56,105.7,178.1,6.0,46.38
8.15,10,8,0,54,1,0,0,3,59,68.1,156.5,7.5,70.72
7.35,10,9,2,161,1,0,0,3,61,90.0,182.8,6.5,62.02
6.11,8,9,0,132,0,1,0,1,27,71.8,191.0,7.5,21.88
7.93,4,5,5,58,1,1,0,3,54,45.6,162.0,6.0,25.6
5.35,9,8,1,82,0,1,0,0,22,49.7,176.4,6.5,29.25
6.84,3,6,3,58,1,1,0,0,36,89.9,151.5,9.0,16.83
5.72,8,10,3,171,0,0,20,4,44,108.0,179.7,9.0,15.67
6.71,5,1,4,89,0,0,0,4,26,106.5,162.8,7.0,53.74
6.78,4,5,3,118,0,1,0,4,63,109.3,154.6,7.0,29.55
8.64,8,3,3,38,0,0,20,4,51,91.9,168.6,8.5,51.12
6.81,10,10,1,157,0,1,0,2,22,68.5,169.6,6.0,58.49
7.18,7,9,1,54,1,1,0,1,35,69.5,177.7,6.5,56.36
8.3,10,10,3,13,0,1,60,1,31,79.5,156.1,7.0,30.62
7.57,4,7,0,172,1,1,30,5,33,97.3,172.9,8.5,33.39
6.34,2,7,5,67,0,1,45,2,49,100.0,151.1,6.5,30.73
6.39,1,9,3,106,1,0,45,2,18,93.0,151.1,8.5,9.05
5.74,7,4,1,75,0,0,0,2,60,75.8,150.8,6.0,63.92
6.92,6,7,2,126,1,1,45,5,32,99.1,179.8,8.0,5.2
7.12,10,4,3,110,1,1,60,1,41,91.6,163.7,6.5,59.57
5.2,4,9,1,124,1,1,0,0,59,70.9,184.4,6.5,5.88
8.01,8,7,1,60,1,0,0,3,44,56.0,181.2,7.5,68.08
6.45,8,6,4,37,1,1,0,0,32,99.8,161.8,6.0,62.83
8.96,5,1,4,122,1,0,20,0,24,71.0,167.5,7.5,51.4
7.84,10,9,0,43,1,0,0,0,38,100.3,194.9,8.5,73.91
6.86,9,7,5,1,1,1,0,0,41,85.9,150.3,6.5,61.53
6.74,2,4,2,132,0,0,0,1,42,75.6,192.9,8.0,20.58
6.76,2,2,2,132,1,1,45,1,55,84.9,159.5,9.0,12.26
7.13,7,9,3,78,0,1,20,3,27,85.8,180.5,8.0,29.15
6.06,7,6,2,56,1,0,30,1,52,59.1,174.4,6.5,68.36
6.61,2,6,2,62,0,1,0,2,51,87.9,190.2,6.5,39.7
8.5,6,9,3,175,1,0,30,4,25,99.5,190.5,7.5,33.96
5.71,2,7,0,152,0,1,0,3,28,51.5,187.9,7.5,8.5
7.2,10,2,1,147,0,1,0,1,43,65.0,160.0,6.0,52.61
5.98,7,1,0,69,1,0,0,2,63,53.9,165.0,7.5,38.5
8.07,7,9,1,160,1,1,0,0,34,59.9,191.0,8.0,62.64
6.02,4,6,2,89,1,0,30,3,43,62.1,175.1,7.5,17.18
7.02,4,3,0,35,0,0,20,5,36,71.7,194.1,6.0,39.93
6.04,2,8,1,176,1,1,0,1,47,107.4,181.4,7.5,16.17
5.96,8,8,0,45,1,1,90,3,29,72.1,182.7,9.0,20.0
6.33,3,6,2,40,0,0,30,4,19,50.6,151.0,7.5,8.49
8.16,10,7,5,81,1,1,0,0,61,77.1,152.3,6.0,37.86
4.63,5,3,1,153,0,0,0,3,20,57.7,173.4,7.0,22.5
7.0,1,8,2,73,0,0,30,3,18,46.0,191.4,9.0,4.16
7.17,4,8,4,43,1,0,0,0,57,47.3,169.0,9.0,15.64
4.6,3,8,4,38,1,1,20,5,50,60.5,192.6,8.0,0.0
7.13,9,5,1,134,1,0,0,5,51,61.4,194.9,8.0,51.19
8.32,7,1,4,80,1,0,0,4,26,95.5,191.0,6.5,47.0
6.47,1,7,0,9,0,0,45,1,29,81.9,174.1,7.0,42.8
4.88,1,5,5,29,0,1,0,3,55,89.5,178.6,7.0,0.0
7.44,4,6,4,61,1,0,0,3,46,90.6,174.4,7.5,48.34
7.08,2,1,3,78,0,0,0,4,36,108.7,155.2,7.0,47.45
4.68,7,8,4,38,1,1,0,4,34,87.4,167.4,6.0,10.5
8.82,5,3,3,133,1,0,60,3,56,69.2,156.8,9.0,52.48
7.91,3,10,5,171,1,1,0,2,18,73.7,192.9,7.5,28.25
7.81,7,2,5,133,0,0,60,5,19,83.2,189.0,8.5,34.56
7.01,5,9,2,24,0,1,45,1,21,92.7,187.8,7.5,46.68
5.78,6,6,2,9,0,0,20,5,20,102.8,155.0,7.0,19.95
8.8,10,8,3,144,0,0,0,5,24,58.4,170.4,8.0,45.83
9.48,7,1,3,91,1,1,0,1,53,90.4,189.9,8.0,48.46
6.58,6,1,2,101,1,1,0,3,34,75.5,161.7,7.5,50.05
7.72,5,10,3,79,0,1,0,5,41,54.6,177.4,6.5,12.87
6.03,6,9,2,141,0,1,45,5,46,107.0,174.1,7.0,18.81
6.41,4,6,1,163,1,0,90,3,58,105.5,175.1,6.5,45.44
6.32,5,9,4,152,0,1,20,3,19,99.7,162.0,6.5,36.36
6.52,5,10,5,76,0,1,0,0,18,67.1,150.8,7.0,41.86
4.29,9,2,3,89,0,1,30,3,34,83.7,177.7,9.0,18.72
7.95,3,5,0,145,0,0,90,4,49,81.9,175.6,7.0,47.83
5.95,6,3,2,11,0,1,90,1,35,57.4,171.7,8.5,19.36
7.13,7,1,2,98,1,0,0,5,60,91.3,170.3,8.5,25.73
7.88,4,4,0,98,0,1,0,2,50,61.8,160.1,6.5,36.8
7.41,7,6,2,8,1,1,0,5,38,56.6,192.6,8.0,37.5
9.0,10,5,0,48,0,0,20,0,40,80.3,193.1,7.5,66.89
8.26,4,6,3,124,0,0,20,0,22,100.8,189.3,8.0,58.29
6.64,9,4,1,165,1,0,0,4,31,85.9,164.1,6.0,64.94
9.47,10,10,5,0,0,1,0,0,26,79.0,158.4,6.5,36.76
8.58,5,2,4,17,0,1,0,4,40,62.8,179.3,9.0,41.82
6.18,1,4,3,136,1,0,0,2,20,103.1,158.0,6.0,46.26
6.86,9,1,1,68,1,0,60,3,25,93.7,191.7,6.5,72.58
6.45,10,6,1,35,1,0,0,2,30,66.2,162.7,6.0,75.23
5.13,9,1,3,100,1,0,0,1,22,65.6,150.2,6.5,41.67
3.99,9,6,4,26,1,1,0,3,47,75.0,164.4,6.0,17.36
6.59,6,7,2,67,1,0,0,1,26,99.0,182.7,8.0,23.37
8.49,10,1,2,158,1,1,60,0,63,50.6,179.0,9.0,59.7
6.63,4,6,3,18,1,1,0,0,31,94.5,193.6,9.0,24.73
8.23,7,4,5,32,1,0,20,0,48,108.5,186.9,9.0,58.38
6.24,4,9,4,60,1,0,0,2,54,81.3,174.4,8.5,11.08
4.21,7,6,2,75,1,0,20,5,34,101.2,187.4,6.0,16.76
6.14,2,4,3,44,1,0,20,4,20,51.6,154.6,7.0,37.06
7.15,6,4,0,166,1,1,45,0,46,69.6,194.7,6.5,63.85
8.52,4,3,0,41,0,1,0,5,57,72.9,175.1,6.5,26.71
8.47,5,7,1,56,1,1,20,0,21,70.5,175.3,7.0,41.9
7.29,9,8,5,27,1,1,0,2,33,100.5,170.4,9.0,14.6
8.29,8,2,2,9,1,1,0,5,55,51.7,161.9,9.0,47.0
6.87,3,4,5,127,0,1,30,4,62,62.3,179.5,7.0,29.49
7.79,9,10,2,117,1,0,0,5,31,94.6,188.3,7.5,56.31
9.15,7,7,5,61,0,0,0,2,29,57.7,170.7,8.5,47.32
6.45,7,9,3,18,1,0,20,2,20,66.0,150.4,6.0,62.83
6.87,3,4,4,47,0,1,30,0,45,90.4,167.1,6.5,42.9
7.03,10,1,0,66,0,1,20,0,49,86.9,185.9,7.5,80.59
7.61,9,6,0,113,1,1,0,0,35,87.0,173.7,6.0,63.82
6.12,8,8,0,78,1,1,30,4,61,70.3,168.1,7.5,25.79
6.9,9,8,2,61,1,1,0,0,32,75.5,188.8,6.5,60.26
7.14,2,8,4,43,1,1,60,3,46,51.0,175.2,7.0,38.26
8.09,3,1,1,102,1,0,0,5,36,83.0,150.3,6.0,47.97
6.23,4,9,4,22,0,0,0,2,28,78.4,179.2,7.5,12.52
6.17,3,9,3,89,1,1,20,0,46,105.6,152.0,9.0,15.1
6.2,4,5,2,37,0,0,0,0,19,53.2,180.7,7.0,52.44
7.66,4,9,3,19,1,1,60,4,37,68.6,154.3,7.5,38.33
6.27,10,8,1,50,0,0,0,1,47,100.0,190.6,7.5,31.31
8.31,10,9,2,125,1,0,0,5,47,105.2,159.6,9.0,45.97
7.61,1,8,1,121,0,0,0,0,45,88.9,162.0,8.5,44.87
6.3,10,4,5,55,0,0,0,5,22,73.8,161.4,9.0,16.79
7.75,4,7,2,151,0,1,0,4,26,45.7,186.8,7.0,37.27
8.54,10,3,0,91,0,0,30,0,45,59.5,181.5,6.0,63.24
8.78,3,9,0,159,0,0,0,0,64,67.7,153.9,6.0,44.27
5.67,2,8,1,110,0,1,0,2,34,109.6,183.0,8.5,4.93
4.83,7,9,0,135,0,1,0,5,47,91.4,177.9,8.0,7.3
8.36,3,9,2,50,0,1,0,5,59,85.5,157.9,7.5,32.18
6.11,6,10,2,108,1,1,0,3,44,56.5,166.5,9.0,9.17
6.13,9,2,3,35,0,1,45,5,44,104.2,188.2,6.0,47.38
7.94,7,10,5,93,0,1,20,2,60,67.2,180.9,9.0,1.7
4.6,4,4,2,63,1,0,0,3,37,105.4,179.9,8.0,25.79
6.56,3,5,2,124,0,0,0,2,55,87.0,167.9,9.0,11.32
8.16,2,4,3,21,1,0,0,1,42,74.5,177.9,6.0,50.81
5.14,5,7,2,56,0,1,20,4,61,99.4,183.0,6.5,3.78
7.22,7,10,1,28,0,1,30,5,25,88.5,161.4,7.5,40.75
6.01,8,1,5,50,0,0,20,0,43,95.9,193.9,8.0,34.97
7.1,9,1,4,59,1,1,20,5,55,104.2,155.2,6.0,39.18
7.28,1,5,1,26,1,1,0,1,23,89.3,155.8,6.5,55.48
7.9,7,10,0,169,0,1,0,4,32,99.3,191.2,6.0,24.32
6.44,3,6,2,151,0,1,45,2,48,46.3,164.2,7.5,0.0
7.02,10,6,2,119,1,1,20,3,28,47.1,169.8,7.5,58.96
6.55,10,8,5,51,1,0,0,2,32,108.6,174.6,8.5,23.3
7.64,3,1,0,158,1,0,45,3,22,68.0,152.7,7.5,70.15
6.84,8,7,1,28,1,1,20,3,28,65.2,154.0,8.0,24.36
8.88,6,9,2,35,1,1,0,0,40,96.5,178.4,9.0,57.62
5.89,8,10,0,149,1,1,0,4,54,100.4,167.0,6.5,37.23
6.9,1,5,4,0,1,1,30,1,32,105.3,180.7,7.0,43.88
5.99,3,8,5,94,0,1,0,0,39,46.0,178.1,8.0,8.33
5.95,2,2,4,139,1,0,20,4,24,51.9,162.6,8.0,11.87
6.65,8,5,1,55,0,0,0,3,33,77.1,170.6,8.5,32.92
7.52,8,1,1,116,1,1,0,1,23,104.5,156.2,6.5,59.59
6.9,3,10,5,4,0,1,20,4,20,70.9,191.8,6.5,21.83
7.25,6,9,2,143,1,1,0,2,57,66.4,180.4,8.5,10.17
6.11,4,3,3,83,0,0,0,1,30,47.1,162.1,7.5,22.54
6.26,10,7,0,28,1,0,0,1,49,101.3,159.9,6.5,82.08
9.35,10,1,2,88,0,0,45,5,45,97.0,178.8,6.5,45.11
5.95,5,9,1,137,1,1,60,2,45,70.2,190.2,7.5,8.61
6.31,7,4,3,167,0,0,0,0,32,49.5,189.7,7.5,34.01
7.72,8,9,2,142,0,0,30,0,47,87.0,179.2,6.5,43.07
7.95,3,6,1,61,1,1,0,4,30,70.9,187.3,9.0,13.6
7.67,2,6,3,104,0,1,0,2,46,68.5,165.8,8.5,28.36
4.85,1,10,4,1,0,1,90,1,46,70.4,191.8,9.0,0.0
6.71,5,3,4,140,0,1,0,2,48,84.4,172.8,9.0,16.99
5.72,2,1,1,83,1,1,0,1,43,93.1,188.4,8.5,28.78
5.7,4,1,1,107,1,1,0,5,39,91.2,151.2,9.0,17.44
6.81,7,7,4,153,0,0,0,3,51,51.6,191.6,7.5,36.1
4.95,8,1,4,160,0,0,0,2,50,108.6,190.5,7.5,24.35
6.71,5,6,1,113,1,0,20,1,45,60.7,155.5,7.5,54.56
9.58,8,7,4,121,1,1,0,1,64,71.4,187.5,8.0,33.83
7.45,5,6,1,59,1,0,0,0,50,84.9,165.1,6.5,71.44
6.3,8,1,4,157,0,1,0,1,56,73.9,162.3,8.5,15.28
6.15,1,10,1,66,0,0,30,5,58,105.1,152.4,6.0,32.54
6.1,2,4,3,137,0,1,0,3,25,54.7,174.5,9.0,9.27
7.45,9,7,2,148,1,1,20,5,44,56.6,174.6,7.5,50.69
6.12,6,7,2,8,0,0,0,5,24,87.5,158.7,9.0,11.71
7.61,3,2,0,155,0,1,30,0,44,108.2,150.4,7.5,50.32
7.57,2,3,0,25,1,1,0,2,29,66.3,188.1,7.0,56.8
5.72,8,3,2,109,1,1,0,5,38,67.3,164.3,6.0,55.86
8.28,2,1,1,93,1,0,0,0,64,55.6,170.2,7.5,67.6
5.22,7,7,4,109,1,1,20,4,43,91.3,176.0,7.0,7.55
7.18,8,3,1,132,0,0,20,0,49,74.8,189.8,6.5,73.16
8.04,5,7,2,22,1,1,30,3,34,72.4,185.6,6.5,32.9
7.0,8,6,4,97,1,1,0,4,18,77.5,163.8,7.5,48.67
8.56,5,4,1,159,0,1,0,0,58,69.9,187.0,8.5,54.29
7.9,3,6,3,118,0,1,0,2,45,104.0,186.7,8.5,32.81
5.76,7,10,0,162,0,0,0,4,63,91.5,174.9,8.0,11.94
8.29,9,4,0,55,0,0,0,0,28,75.4,157.3,8.5,76.02
7.31,8,4,1,61,0,1,0,4,39,72.3,193.2,9.0,18.03
8.58,2,10,0,63,0,1,45,2,39,97.2,186.4,8.0,37.99
5.83,6,3,3,83,0,1,0,4,37,76.4,172.6,8.5,4.53
8.15,9,4,0,71,0,0,0,0,21,60.6,151.7,7.5,82.97
8.28,8,8,0,79,1,1,0,5,32,67.3,190.6,9.0,46.13
6.98,7,10,3,97,1,0,20,3,48,77.3,170.6,8.0,11.77
7.75,3,10,3,34,0,0,30,5,60,46.6,154.7,6.5,17.56
4.38,9,5,3,140,1,1,20,5,53,50.7,155.3,7.0,6.63
8.96,8,1,0,15,0,0,0,3,41,62.9,150.9,9.0,74.46
6.91,6,10,4,49,0,1,0,1,33,79.9,157.8,7.5,35.34
5.48,6,1,4,170,1,0,0,1,23,94.8,191.4,7.0,30.94
5.51,10,6,5,91,1,0,0,3,26,77.7,159.5,6.0,56.26
9.06,2,4,0,157,1,0,0,0,51,61.8,191.9,8.5,61.83
6.49,1,6,1,66,0,1,0,1,23,66.0,175.4,6.0,48.43
6.99,8,7,4,42,1,1,0,0,23,53.1,192.2,6.5,57.17
8.09,8,5,4,9,0,1,30,2,58,86.3,157.0,9.0,34.78
4.82,8,7,3,99,0,1,0,1,50,94.6,164.9,8.5,16.72
8.12,1,4,3,177,1,0,20,1,32,50.6,174.3,7.5,58.58
